simTime,simDelta,xPos,yPos,zPos,speed,heading,steering,gas,brake,state1,state2,state3,state4,state5,state6,eulerX,eulerY,eulerZ,rpm,gear,leftBlinker,rightBlinker
9.032972,0.016666,-180.4136,105.637,-0.5021065,5.990383,-0.03031643,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001735008,-0.1037691,-0.03031643,810.8549,3,1,1
9.049638,0.016666,-180.369,105.6369,-0.5021073,5.996203,-0.03044885,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001857066,-0.104068,-0.03044885,811.3945,3,1,1
9.066304,0.016666,-180.3243,105.6369,-0.502108,6.002038,-0.03058242,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001982866,-0.10434,-0.03058242,811.8313,3,1,1
9.08297,0.016666,-180.2796,105.6369,-0.5021085,6.007854,-0.0307171,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002103055,-0.104583,-0.0307171,811.2922,3,1,1
9.099636,0.016666,-180.2348,105.6369,-0.5021088,6.013583,-0.03085277,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002208144,-0.1048025,-0.03085277,810.9078,3,1,1
9.116302,0.016666,-180.19,105.6368,-0.5021091,6.019188,-0.03098926,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002289438,-0.1050121,-0.03098926,810.8915,3,1,1
9.132968,0.016666,-180.1451,105.6368,-0.5021094,6.024676,-0.03112636,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002339871,-0.1052263,-0.03112636,811.1716,3,1,1
9.149634,0.016666,-180.1002,105.6368,-0.5021098,6.030072,-0.03126384,-0.216,0.2705907,0,10,0,0,0,0,0,0.000235466,-0.1054561,-0.03126384,811.642,3,1,1
9.1663,0.016666,-180.0552,105.6368,-0.5021103,6.035405,-0.03140144,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002331701,-0.1057074,-0.03140144,812.2053,3,1,1
9.182966,0.016666,-180.0103,105.6367,-0.5021109,6.040705,-0.0315389,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002271714,-0.1059816,-0.0315389,813.7415,3,1,1
9.199632,0.016666,-179.9652,105.6367,-0.5021116,6.04604,-0.03167598,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002178135,-0.1062727,-0.03167598,815.1281,3,1,1
9.216298,0.016666,-179.9202,105.6367,-0.5021123,6.051447,-0.03181246,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002056762,-0.106567,-0.03181246,816.1464,3,1,1
9.232964,0.016666,-179.8751,105.6366,-0.502113,6.056922,-0.03194811,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001915226,-0.1068497,-0.03194811,816.8599,3,1,1
9.24963,0.016666,-179.8299,105.6366,-0.5021136,6.062443,-0.03208281,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001762684,-0.1071091,-0.03208281,817.3714,3,1,1
9.266296,0.016666,-179.7847,105.6366,-0.5021142,6.067981,-0.03221647,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001610032,-0.1073387,-0.03221647,817.7791,3,1,1
9.282962,0.016666,-179.7395,105.6366,-0.5021146,6.073511,-0.03234917,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001469831,-0.1075364,-0.03234917,818.1547,3,1,1
9.299628,0.016666,-179.6942,105.6365,-0.502115,6.079018,-0.03248107,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001355086,-0.1077034,-0.03248107,818.5403,3,1,1
9.316294,0.016666,-179.6489,105.6365,-0.5021152,6.084495,-0.03261243,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001277203,-0.1078431,-0.03261243,818.9534,3,1,1
9.33296,0.016666,-179.6036,105.6365,-0.5021155,6.089939,-0.03274354,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001244212,-0.1079594,-0.03274354,819.3952,3,1,1
9.349626,0.016666,-179.5582,105.6364,-0.5021159,6.095351,-0.03287471,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001259691,-0.1080565,-0.03287471,819.8589,3,1,1
9.366292,0.016666,-179.5128,105.6364,-0.5021163,6.100734,-0.03300622,-0.216,0.3379801,0,10,0,0,0,0,0,0.00013224,-0.1081383,-0.03300622,820.3354,3,1,1
9.382958,0.016666,-179.4673,105.6364,-0.5021167,6.106082,-0.03313835,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001426506,-0.1082087,-0.03313835,819.8611,3,1,1
9.399624,0.016666,-179.4218,105.6363,-0.5021173,6.111349,-0.0332713,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001562213,-0.1082751,-0.0332713,819.5147,3,1,1
9.41629,0.016666,-179.3762,105.6363,-0.502118,6.116507,-0.03340521,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001714995,-0.1083506,-0.03340521,819.4909,3,1,1
9.432956,0.016666,-179.3306,105.6363,-0.5021189,6.121564,-0.03354017,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001869615,-0.1084481,-0.03354017,819.7247,3,1,1
9.449622,0.016666,-179.285,105.6363,-0.50212,6.126541,-0.03367617,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002014508,-0.1085773,-0.03367617,820.1261,3,1,1
9.466288,0.016666,-179.2393,105.6362,-0.5021212,6.131461,-0.03381318,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002137897,-0.1087433,-0.03381318,820.6137,3,1,1
9.482954,0.016666,-179.1936,105.6362,-0.5021227,6.136344,-0.03395108,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002229038,-0.1089475,-0.03395108,821.1282,3,1,1
9.49962,0.016666,-179.1479,105.6362,-0.5021243,6.141203,-0.0340897,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002281049,-0.1091881,-0.0340897,821.634,3,1,1
9.516286,0.016666,-179.1021,105.6361,-0.502126,6.146045,-0.03422884,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002290422,-0.1094617,-0.03422884,822.1152,3,1,1
9.532952,0.016666,-179.0563,105.6361,-0.5021278,6.150874,-0.03436825,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002256825,-0.109764,-0.03436825,822.5688,3,1,1
9.549618,0.016666,-179.0105,105.6361,-0.5021295,6.155689,-0.0345077,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002183317,-0.1100905,-0.0345077,822.9989,3,1,1
9.566284,0.016666,-178.9646,105.636,-0.5021312,6.160488,-0.03464691,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002076268,-0.1104366,-0.03464691,823.4121,3,1,1
9.58295,0.016666,-178.9187,105.636,-0.5021329,6.16527,-0.03478564,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001944618,-0.1107978,-0.03478564,823.8149,3,1,1
9.599616,0.016666,-178.8727,105.636,-0.5021344,6.170033,-0.03492364,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001798869,-0.1111702,-0.03492364,824.2121,3,1,1
9.616282,0.016666,-178.8268,105.6359,-0.5021359,6.174778,-0.03506075,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001650641,-0.1115499,-0.03506075,824.6069,3,1,1
9.632948,0.016666,-178.7807,105.6359,-0.5021372,6.179502,-0.03519689,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001512795,-0.1119335,-0.03519689,825.001,3,1,1
9.649614,0.016666,-178.7347,105.6359,-0.5021384,6.184206,-0.03533209,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001399001,-0.1123175,-0.03533209,825.3947,3,1,1
9.66628,0.016666,-178.6886,105.6358,-0.5021394,6.18889,-0.03546654,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001322044,-0.1126988,-0.03546654,825.7878,3,1,1
9.682946,0.016666,-178.6425,105.6358,-0.5021403,6.193553,-0.03560043,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001291667,-0.1130747,-0.03560043,826.1801,3,1,1
9.699612,0.016666,-178.5963,105.6358,-0.502141,6.198198,-0.03573406,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001313,-0.1134424,-0.03573406,826.571,3,1,1
9.716278,0.016666,-178.5501,105.6357,-0.5021415,6.202822,-0.03586771,-0.216,0.2705907,0,10,0,0,0,0,0,0.000138585,-0.1137995,-0.03586771,826.9601,3,1,1
9.732944,0.016666,-178.5039,105.6357,-0.502142,6.207428,-0.03600164,-0.216,0.2705907,0,10,0,0,0,0,0,0.000150475,-0.1141441,-0.03600164,827.3472,3,1,1
9.74961,0.016666,-178.4576,105.6357,-0.5021423,6.212014,-0.0361361,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001659593,-0.1144743,-0.0361361,827.732,3,1,1
9.766276,0.016666,-178.4113,105.6356,-0.5021425,6.21658,-0.03627128,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001836728,-0.1147887,-0.03627128,828.1146,3,1,1
9.782942,0.016666,-178.365,105.6356,-0.5021427,6.221129,-0.03640733,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002020372,-0.115086,-0.03640733,828.4949,3,1,1
9.799608,0.016666,-178.3186,105.6356,-0.5021427,6.225658,-0.03654432,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002194202,-0.1153655,-0.03654432,828.8729,3,1,1
9.816274,0.016666,-178.2722,105.6355,-0.5021428,6.230168,-0.03668227,-0.216,0.2705907,0,10,0,0,0,0,0,0.000234291,-0.1156267,-0.03668227,829.2488,3,1,1
9.83294,0.016666,-178.2258,105.6355,-0.5021428,6.23466,-0.03682112,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002453586,-0.1158692,-0.03682112,829.6226,3,1,1
9.849606,0.016666,-178.1793,105.6355,-0.5021428,6.239132,-0.03696075,-0.216,0.2705907,0,10,0,0,0,0,0,0.000251679,-0.1160931,-0.03696075,829.9941,3,1,1
9.866272,0.016666,-178.1328,105.6354,-0.5021429,6.243587,-0.03710102,-0.216,0.2705907,0,10,0,0,0,0,0,0.000252725,-0.1162988,-0.03710102,830.3636,3,1,1
9.882938,0.016666,-178.0863,105.6354,-0.502143,6.24803,-0.03724172,-0.216,0.3379801,0,10,0,0,0,0,0,0.000248415,-0.1164865,-0.03724172,831.6973,3,1,1
9.899604,0.016666,-178.0397,105.6354,-0.5021431,6.252503,-0.03738262,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002391015,-0.1166531,-0.03738262,832.919,3,1,1
9.91627,0.016666,-177.9931,105.6353,-0.5021433,6.257037,-0.03752347,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002255207,-0.1167906,-0.03752347,833.8276,3,1,1
9.932936,0.016666,-177.9465,105.6353,-0.5021434,6.261627,-0.03766403,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002087112,-0.1168906,-0.03766403,834.4746,3,1,1
9.949602,0.016666,-177.8998,105.6353,-0.5021436,6.266256,-0.03780408,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001899324,-0.1169469,-0.03780408,834.9393,3,1,1
9.966268,0.016666,-177.8531,105.6352,-0.5021437,6.270905,-0.03794346,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001706605,-0.1169576,-0.03794346,835.2984,3,1,1
9.982934,0.016666,-177.8064,105.6352,-0.5021439,6.275554,-0.0380821,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001526927,-0.1169243,-0.0380821,835.611,3,1,1
9.9996,0.016666,-177.7596,105.6352,-0.5021441,6.280191,-0.03822006,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001374399,-0.1168509,-0.03822006,835.9153,3,1,1
10.01627,0.016666,-177.7128,105.6351,-0.5021443,6.284808,-0.03835749,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001265164,-0.1167428,-0.03835749,836.2316,3,1,1
10.03293,0.016666,-177.666,105.6351,-0.5021446,6.2894,-0.03849461,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001211209,-0.1166065,-0.03849461,836.5664,3,1,1
10.0496,0.016666,-177.6191,105.6351,-0.5021448,6.293968,-0.03863166,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001218421,-0.1164489,-0.03863166,836.9188,3,1,1
10.06626,0.016666,-177.5722,105.635,-0.5021452,6.298513,-0.03876887,-0.216,0.3379801,0,10,0,0,0,0,0,0.000128665,-0.1162769,-0.03876887,837.2842,3,1,1
10.08293,0.016666,-177.5253,105.635,-0.5021455,6.303035,-0.03890646,-0.216,0.3379801,0,10,0,0,0,0,0,0.000141011,-0.116097,-0.03890646,837.6573,3,1,1
10.0996,0.016666,-177.4783,105.635,-0.502146,6.307536,-0.0390446,-0.216,0.3379801,0,10,0,0,0,0,0,0.000157788,-0.1159156,-0.0390446,838.0333,3,1,1
10.11626,0.016666,-177.4313,105.6349,-0.5021465,6.312018,-0.03918343,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001774929,-0.1157386,-0.03918343,838.4089,3,1,1
10.13293,0.016666,-177.3842,105.6349,-0.5021471,6.316481,-0.03932302,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001983732,-0.1155713,-0.03932302,838.7821,3,1,1
10.14959,0.016666,-177.3372,105.6348,-0.5021477,6.320925,-0.0394634,-0.216,0.3379801,0,10,0,0,0,0,0,0.00021861,-0.1154186,-0.0394634,839.1519,3,1,1
10.16626,0.016666,-177.2901,105.6348,-0.5021485,6.325352,-0.03960454,-0.216,0.3379801,0,10,0,0,0,0,0,0.000236486,-0.1152849,-0.03960454,839.5182,3,1,1
10.18293,0.016666,-177.2429,105.6348,-0.5021493,6.329754,-0.03974634,-0.216,0.2705907,0,10,0,0,0,0,0,0.000250527,-0.1151743,-0.03974634,838.908,3,1,1
10.19959,0.016666,-177.1957,105.6347,-0.5021503,6.334091,-0.03988869,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002596147,-0.115094,-0.03988869,838.4001,3,1,1
10.21626,0.016666,-177.1485,105.6347,-0.5021514,6.338336,-0.04003141,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002630619,-0.1150553,-0.04003141,838.1923,3,1,1
10.23292,0.016666,-177.1013,105.6347,-0.5021526,6.342494,-0.04017431,-0.216,0.2705907,0,10,0,0,0,0,0,0.000260671,-0.1150696,-0.04017431,838.2341,3,1,1
10.24959,0.016666,-177.054,105.6346,-0.502154,6.346579,-0.04031717,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002528316,-0.1151442,-0.04031717,838.4517,3,1,1
10.26626,0.016666,-177.0067,105.6346,-0.5021555,6.350609,-0.04045977,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002402876,-0.1152825,-0.04045977,838.7744,3,1,1
10.28292,0.016666,-176.9594,105.6346,-0.5021572,6.354608,-0.04060191,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002238866,-0.1154839,-0.04060191,840.1215,3,1,1
10.29959,0.016666,-176.912,105.6345,-0.5021589,6.358628,-0.04074338,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002049367,-0.1157419,-0.04074338,841.3832,3,1,1
10.31625,0.016666,-176.8647,105.6345,-0.5021606,6.362702,-0.04088406,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001849676,-0.1160429,-0.04088406,842.3381,3,1,1
10.33292,0.016666,-176.8172,105.6344,-0.5021622,6.366834,-0.0410239,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001656811,-0.1163714,-0.0410239,843.0228,3,1,1
10.34959,0.016666,-176.7698,105.6344,-0.5021636,6.371011,-0.041163,-0.216,0.3379801,0,10,0,0,0,0,0,0.000148882,-0.1167134,-0.041163,843.507,3,1,1
10.36625,0.016666,-176.7223,105.6344,-0.5021648,6.375215,-0.04130153,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001362511,-0.1170581,-0.04130153,843.864,3,1,1
10.38292,0.016666,-176.6748,105.6343,-0.5021657,6.379422,-0.04143972,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001290786,-0.1173979,-0.04143972,843.1776,3,1,1
10.39958,0.016666,-176.6272,105.6343,-0.5021663,6.383578,-0.04157781,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001280822,-0.1177315,-0.04157781,842.5683,3,1,1
10.41625,0.016666,-176.5797,105.6342,-0.5021666,6.38765,-0.04171606,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001333392,-0.118064,-0.04171606,842.2583,3,1,1
10.43292,0.016666,-176.5321,105.6342,-0.5021668,6.391633,-0.04185468,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001443084,-0.1184028,-0.04185468,842.2103,3,1,1
10.44958,0.016666,-176.4844,105.6342,-0.5021669,6.395542,-0.04199385,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001599068,-0.1187536,-0.04199385,842.3558,3,1,1
10.46625,0.016666,-176.4368,105.6341,-0.5021668,6.399393,-0.04213371,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001786293,-0.1191194,-0.04213371,842.6246,3,1,1
10.48291,0.016666,-176.3891,105.6341,-0.5021667,6.40321,-0.04227434,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001987071,-0.1195002,-0.04227434,843.9367,3,1,1
10.49958,0.016666,-176.3414,105.634,-0.5021665,6.407043,-0.04241577,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002182881,-0.1198903,-0.04241577,845.1796,3,1,1
10.51625,0.016666,-176.2936,105.634,-0.5021663,6.410924,-0.04255797,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002356147,-0.1202779,-0.04255797,846.1285,3,1,1
10.53291,0.016666,-176.2458,105.634,-0.5021659,6.414863,-0.04270086,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002491791,-0.1206498,-0.04270086,846.8142,3,1,1
10.54958,0.016666,-176.198,105.6339,-0.5021653,6.418845,-0.04284432,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002578459,-0.1209943,-0.04284432,847.3011,3,1,1
10.56624,0.016666,-176.1502,105.6339,-0.5021647,6.422854,-0.04298817,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002609329,-0.1213028,-0.04298817,847.658,3,1,1
10.58291,0.016666,-176.1023,105.6339,-0.5021639,6.426868,-0.04313222,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002582484,-0.1215707,-0.04313222,846.9631,3,1,1
10.59958,0.016666,-176.0544,105.6338,-0.5021631,6.430836,-0.04327623,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002500807,-0.1217994,-0.04327623,846.3351,3,1,1
10.61624,0.016666,-176.0065,105.6338,-0.5021622,6.434723,-0.04341998,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002371502,-0.1219971,-0.04341998,845.997,3,1,1
10.63291,0.016666,-175.9586,105.6337,-0.5021615,6.438526,-0.04356326,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002205539,-0.1221743,-0.04356326,845.9148,3,1,1
10.64957,0.016666,-175.9106,105.6337,-0.5021609,6.442256,-0.04370589,-0.216,0.2705907,0,10,0,0,0,0,0,0.0002017481,-0.1223404,-0.04370589,846.0242,3,1,1
10.66624,0.016666,-175.8626,105.6337,-0.5021605,6.445931,-0.04384784,-0.216,0.2705907,0,10,0,0,0,0,0,0.000182511,-0.1225023,-0.04384784,846.2583,3,1,1
10.68291,0.016666,-175.8145,105.6336,-0.5021604,6.449565,-0.04398914,-0.216,0.2705907,0,10,0,0,0,0,0,0.000164796,-0.1226639,-0.04398914,846.5614,3,1,1
10.69957,0.016666,-175.7665,105.6336,-0.5021605,6.453171,-0.04412997,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001504689,-0.1228274,-0.04412997,846.8933,3,1,1
10.71624,0.016666,-175.7184,105.6335,-0.5021608,6.456758,-0.04427052,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001410419,-0.1229929,-0.04427052,847.229,3,1,1
10.7329,0.016666,-175.6703,105.6335,-0.5021614,6.460331,-0.04441102,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001374859,-0.1231598,-0.04441102,847.5551,3,1,1
10.74957,0.016666,-175.6221,105.6334,-0.5021623,6.463893,-0.04455169,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001401348,-0.1233268,-0.04455169,847.8664,3,1,1
10.76624,0.016666,-175.5739,105.6334,-0.5021633,6.467444,-0.04469274,-0.216,0.2705907,0,10,0,0,0,0,0,0.0001486738,-0.1234928,-0.04469274,848.163,3,1,1
10.7829,0.016666,-175.5257,105.6334,-0.5021645,6.470991,-0.04483432,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001621986,-0.1236561,-0.04483432,849.4299,3,1,1
10.79957,0.016666,-175.4775,105.6333,-0.5021659,6.474568,-0.04497655,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001793304,-0.1238125,-0.04497655,850.5992,3,1,1
10.81623,0.016666,-175.4293,105.6333,-0.5021673,6.478199,-0.04511951,-0.216,0.3379801,0,10,0,0,0,0,0,0.0001983722,-0.1239536,-0.04511951,851.4749,3,1,1
10.8329,0.016666,-175.381,105.6332,-0.5021688,6.481884,-0.0452632,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002174874,-0.1240704,-0.0452632,852.1003,3,1,1
10.84957,0.016666,-175.3327,105.6332,-0.5021703,6.485611,-0.04540758,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002348779,-0.1241557,-0.04540758,852.5416,3,1,1
10.86623,0.016666,-175.2844,105.6331,-0.5021718,6.489363,-0.04555257,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002487416,-0.1242058,-0.04555257,852.8648,3,1,1
10.8829,0.016666,-175.236,105.6331,-0.5021732,6.493124,-0.04569802,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002578002,-0.1242201,-0.04569802,853.1236,3,1,1
10.89956,0.016666,-175.1876,105.6331,-0.5021746,6.496882,-0.04584377,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002613733,-0.1242007,-0.04584377,853.356,3,1,1
10.91623,0.016666,-175.1392,105.633,-0.5021759,6.50063,-0.04598962,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002592353,-0.1241512,-0.04598962,853.585,3,1,1
10.9329,0.016666,-175.0907,105.633,-0.5021771,6.504364,-0.04613535,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002516359,-0.1240762,-0.04613535,853.8224,3,1,1
10.94956,0.016666,-175.0423,105.6329,-0.5021783,6.50808,-0.04628075,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002392587,-0.1239805,-0.04628075,854.0723,3,1,1
10.96623,0.016666,-174.9938,105.6329,-0.5021794,6.511778,-0.04642563,-0.216,0.3379801,0,10,0,0,0,0,0,0.0002231748,-0.1238691,-0.04642563,854.3338,3,1,1
10.98289,0.016666,-174.9453,105.6329,-0.5021803,6.515453,-0.04656985,-0.18,0.2705907,0,10,0,0,0,0,0,0.0002048034,-0.123747,-0.04656985,853.6177,3,1,1
10.99956,0.016666,-174.8967,105.6328,-0.5021813,6.51907,-0.04671338,-0.144,0.2705907,0,10,0,0,0,0,0,0.0001858989,-0.1236221,-0.04671338,852.9954,3,1,1
